index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
818,É visível o desespero da moçada.,É visível o desespero da moçada.,0,É visível o desespero da moçada,1,0,1,0,1,0,0,0,0
819,O Brasil precisa e merece passar por essa prova.,O Brasil precisa e merece passar por essa prova.,0,O Brasil precisa e merece passar por essa prova,1,0,1,0,1,0,0,0,0
820,"Ele  não tem nem nunca terá meu voto, mas torço com sinceridade para que até lá não mudem de ideia.","Ele  não tem nem nunca terá meu voto, mas torço com sinceridade para que até lá não mudem de ideia.",0,Ele  não tem nem nunca terá meu voto mas torço com sinceridade para que até lá não mudem de ideia,0,0,1,0,1,0,0,0,0
821,quem quiser dar um pouco de risadas com o desespero dos [petralheiros]P3 é só procurar o blo g sujo tijolaço.,quem quiser dar um pouco de risadas com o desespero dos petralheiros é só procurar o blo g sujo tijolaço.,0,quem quiser dar um pouco de risadas com o desespero dos petralheiros é só procurar o blo g sujo tijolaço,0,0,1,0,1,0,0,0,0
822,é cômico,é cômico,0,é cômico,0,0,1,0,1,0,0,0,0
823,cômico?,cômico?,0,cômico,0,0,0,0,0,0,0,0,0
824,O negócio é trágico [esquizoparanóide]P3!,O negócio é trágico esquizoparanóide!,0,O negócio é trágico esquizoparanóide,0,0,1,0,1,0,0,0,0
825,tijolaço.com.br,tijolaço.com.br,0,tijolaçocombr,0,0,0,0,0,0,0,0,0
826,É bom mesmo que venha para confirmar nacionalmente o seu ostracismo.,É bom mesmo que venha para confirmar nacionalmente o seu ostracismo.,0,É bom mesmo que venha para confirmar nacionalmente o seu ostracismo,0,1,1,0,1,0,0,0,0
827,"estou contigo e não abro, lula.","estou contigo e não abro, lula.",0,estou contigo e não abro lula,0,0,1,0,1,0,0,0,0
828,não vai ser mexericos de [maricotinhas]P5 do mp paulista que vai me fazer mudar de ideia.,não vai ser mexericos de maricotinhas do mp paulista que vai me fazer mudar de ideia.,0,não vai ser mexericos de maricotinhas do mp paulista que vai me fazer mudar de ideia,1,0,1,0,1,0,0,0,0
829,todo ano eleitoral é essa lengalenga desses promotores [tucanoides]P3,todo ano eleitoral é essa lengalenga desses promotores tucanoides,0,todo ano eleitoral é essa lengalenga desses promotores tucanoides,0,0,1,0,1,0,0,0,0
834,"falar mal de lula, dá.","falar mal de lula, dá.",0,falar mal de lula dá,0,0,1,0,1,0,0,0,0
835,"então, falem.","então, falem.",0,então falem,0,0,1,0,1,0,0,0,0
836,Vamos os resultados das próximas eleições...,Vamos os resultados das próximas eleições...,0,Vamos os resultados das próximas eleições,0,0,1,0,1,0,1,0,0
838,Imaginam Presidente da Nação!!,Imaginam Presidente da Nação!!,0,Imaginam Presidente da Nação,0,0,1,0,1,0,1,0,1
845,O PT e partidos aliados não vai ter meu voto e nem da minha família...,O PT e partidos aliados não vai ter meu voto e nem da minha família...,0,O PT e partidos aliados não vai ter meu voto e nem da minha família,1,0,1,0,1,0,1,0,0
846,Desviando o foco!!,Desviando o foco!!,0,Desviando o foco,0,0,1,0,1,0,1,0,1
847,hahah - hahah - hahah -,hahah - hahah - hahah -,0,hahah  hahah  hahah ,1,0,0,0,0,0,0,0,0
848,"Este cara está tresvariando, como  um presidiário  pode se candidatar a algum cargo qualquer?","Este cara está tresvariando, como  um presidiário  pode se candidatar a algum cargo qualquer?",0,Este cara está tresvariando como  um presidiário  pode se candidatar a algum cargo qualquer,0,0,1,0,1,0,0,0,0
850,[Esse boca torta]P7 da ânsia de vômito.,Esse boca torta da ânsia de vômito.,0,Esse boca torta da ânsia de vômito,0,0,1,0,1,0,0,0,0
853,Não consegue nem sair da casa dele sem ser vaiado.,Não consegue nem sair da casa dele sem ser vaiado.,0,Não consegue nem sair da casa dele sem ser vaiado,0,0,1,0,1,0,0,0,0
854,"Esse grupo é muito bom em manipular, eliminar testemunhas, contam com subpremo e vários órgão aparelhados e nós cotamos com uma oposição gaga que da atestado de honestidade para pessoas que possui histórico de surrupiar até caminhões na baixa, passou por presidência do conselho de estatal e atingiu seu apogeu assumindo o controle do país.","Esse grupo é muito bom em manipular, eliminar testemunhas, contam com subpremo e vários órgão aparelhados e nós cotamos com uma oposição gaga que da atestado de honestidade para pessoas que possui histórico de surrupiar até caminhões na baixa, passou por presidência do conselho de estatal e atingiu seu apogeu assumindo o controle do país.",0,Esse grupo é muito bom em manipular eliminar testemunhas contam com subpremo e vários órgão aparelhados e nós cotamos com uma oposição gaga que da atestado de honestidade para pessoas que possui histórico de surrupiar até caminhões na baixa passou por presidência do conselho de estatal e atingiu seu apogeu assumindo o controle do país,1,1,1,1,1,0,0,1,0
855,Vamos continuar atentos e ativos.,Vamos continuar atentos e ativos.,0,Vamos continuar atentos e ativos,0,0,1,0,1,0,0,0,0
856,Evandro Abreu tu acredita que a maioria dos brasileiros vai vaiar eu acho que vai votar em llula 2018.,Evandro Abreu tu acredita que a maioria dos brasileiros vai vaiar eu acho que vai votar em llula 2018.,0,Evandro Abreu tu acredita que a maioria dos brasileiros vai vaiar eu acho que vai votar em llula 2018,1,0,1,0,1,0,0,1,1
857,"Na verdade, quem não tem plano 'B' é porque não tem plano 'A'.","Na verdade, quem não tem plano 'B' é porque não tem plano 'A'.",0,Na verdade quem não tem plano B é porque não tem plano A,0,0,1,0,1,1,0,0,0
858,"Como pode o governo mais corrupto de todos os tempos, sem exagero, da história da humanidade dar continuidade com  esse sujeito ,  sr. Luulaa , o  chefão dos últimos 1 3 anos de baandalheira de lulopetismo .","Como pode o governo mais corrupto de todos os tempos, sem exagero, da história da humanidade dar continuidade com  esse sujeito ,  sr. Luulaa , o  chefão dos últimos 1 3 anos de baandalheira de lulopetismo .",0,Como pode o governo mais corrupto de todos os tempos sem exagero da história da humanidade dar continuidade com  esse sujeito   sr Luulaa  o  chefão dos últimos 1 3 anos de baandalheira de lulopetismo ,1,0,1,1,1,0,0,1,0
859,"São exímios na manipulação, eliminam a todos que se opõe a seus interesses (Celso, testemunhas, toninho, etc.) possuem controle do subpremo e tem $ guardado para umas 30 eleições.","São exímios na manipulação, eliminam a todos que se opõe a seus interesses (Celso, testemunhas, toninho, etc.) possuem controle do subpremo e tem $ guardado para umas 30 eleições.",0,São exímios na manipulação eliminam a todos que se opõe a seus interesses Celso testemunhas toninho etc possuem controle do subpremo e tem  guardado para umas 30 eleições,1,0,1,0,1,0,0,1,0
860,Foram centenas de bilhões só na PTbrás...Nem chegou-se ao BnDes.,Foram centenas de bilhões só na PTbrás...Nem chegou-se ao BnDes.,0,Foram centenas de bilhões só na PTbrásNem chegouse ao BnDes,1,0,1,0,1,0,1,0,0
861,"[Esse grupo]P7 é igual barata, finge de morta para depois levantar.","Esse grupo é igual barata, finge de morta para depois levantar.",0,Esse grupo é igual barata finge de morta para depois levantar,0,0,1,0,1,0,0,0,0
862,"Na verdade, o  presidente  do  tal partido  e a maioria dos seus integrantes que não se importam com os fatos!","Na verdade, o  presidente  do  tal partido  e a maioria dos seus integrantes que não se importam com os fatos!",0,Na verdade o  presidente  do  tal partido  e a maioria dos seus integrantes que não se importam com os fatos,0,0,1,0,1,0,0,0,0
863,Complicada ....,Complicada ....,0,Complicada ,0,0,0,0,0,0,1,0,0
864,lé com cré ou não conhece as leis .,lé com cré ou não conhece as leis .,0,lé com cré ou não conhece as leis ,1,0,1,0,1,0,0,0,0
866,Hahahahahahahahahahahaha,Hahahahahahahahahahahaha,0,Hahahahahahahahahahahaha,0,0,0,0,0,0,0,0,0
867,"- Vamos pesquisar as biografias e ver o que estes tais fazem de natureza prática, o que trabalham e o que produzem positivamente para a nação...","- Vamos pesquisar as biografias e ver o que estes tais fazem de natureza prática, o que trabalham e o que produzem positivamente para a nação...",0, Vamos pesquisar as biografias e ver o que estes tais fazem de natureza prática o que trabalham e o que produzem positivamente para a nação,0,0,1,0,1,0,1,0,0
869,Não tem nada a ver caro leitor.,Não tem nada a ver caro leitor.,0,Não tem nada a ver caro leitor,0,0,1,0,1,0,0,0,0
873,Essa mulher  ainda é ouvida!,Essa mulher  ainda é ouvida!,0,Essa mulher  ainda é ouvida,0,0,1,0,1,0,0,0,0
874,Ah!!,Ah!!,0,Ah,0,0,0,0,0,0,1,0,1
875,Tem paciência!!!,Tem paciência!!!,0,Tem paciência,0,0,0,0,0,0,1,0,1
876,"Esta aí  é fã de ditadores, não existe nada mais retrógrado do que apoiar ditaduras.","Esta aí  é fã de ditadores, não existe nada mais retrógrado do que apoiar ditaduras.",0,Esta aí  é fã de ditadores não existe nada mais retrógrado do que apoiar ditaduras,0,0,1,0,1,0,0,0,0
877,"Num governo parlamentarista, isto seria facilmente resolvido.","Num governo parlamentarista, isto seria facilmente resolvido.",0,Num governo parlamentarista isto seria facilmente resolvido,0,0,1,0,0,0,0,0,0
878,Bastaria o congresso destituir o atual e nomear outro presidente.,Bastaria o congresso destituir o atual e nomear outro presidente.,0,Bastaria o congresso destituir o atual e nomear outro presidente,0,0,1,0,1,0,0,1,0
879,Parlamentarismo já,Parlamentarismo já,0,Parlamentarismo já,0,0,0,0,0,0,0,0,0
880,Só o sobrenome já dá pavor!!!!,Só o sobrenome já dá pavor!!!!,0,Só o sobrenome já dá pavor,0,0,1,0,1,0,1,0,1
881,Família de mentecaptos.,Família de mentecaptos.,0,Família de mentecaptos,0,0,1,0,1,0,0,0,0
886,"Sabemos que o Cunha, Renan e Temer são cumplices desse governo.","Sabemos que o Cunha, Renan e Temer são cumplices desse governo.",0,Sabemos que o Cunha Renan e Temer são cumplices desse governo,1,0,1,0,1,0,0,0,0
887,Agora o que me espanta é que a Luciana não menciona nunca as culpas que envolvem o PT e o Lula.,Agora o que me espanta é que a Luciana não menciona nunca as culpas que envolvem o PT e o Lula.,0,Agora o que me espanta é que a Luciana não menciona nunca as culpas que envolvem o PT e o Lula,1,0,1,0,1,0,0,0,0
888,Duas perguntas que o entrevistador poderia ter perguntado:,Duas perguntas que o entrevistador poderia ter perguntado:,0,Duas perguntas que o entrevistador poderia ter perguntado,0,0,1,0,1,0,0,0,0
893,"À semelhança de Marina Silva (seus partidos ainda unir-se-ão) proferiu posicionamentos tolos, insípidos (esperados, porém) diante da desastrosa governança brasileira, já [tão rica]P6 em indigência de ideias.","À semelhança de Marina Silva (seus partidos ainda unir-se-ão) proferiu posicionamentos tolos, insípidos (esperados, porém) diante da desastrosa governança brasileira, já tão rica em indigência de ideias.",0,À semelhança de Marina Silva seus partidos ainda unirseão proferiu posicionamentos tolos insípidos esperados porém diante da desastrosa governança brasileira já tão rica em indigência de ideias,1,0,1,1,1,0,0,0,0
894,O PSOL é carne e unha com o venezuelano Maduro.,O PSOL é carne e unha com o venezuelano Maduro.,0,O PSOL é carne e unha com o venezuelano Maduro,1,0,1,0,1,0,0,0,0
895,"Reacionários, pois!","Reacionários, pois!",0,Reacionários pois,0,0,0,0,0,0,0,0,0
896,vc é ridícula,vc é ridícula,0,vc é ridícula,0,0,1,0,1,0,0,0,0
897,Muito lúcida essa moça.,Muito lúcida essa moça.,0,Muito lúcida essa moça,0,0,1,1,0,0,0,0,0
898,"É pena que defenda um socialismo utópico, não científico.","É pena que defenda um socialismo utópico, não científico.",0,É pena que defenda um socialismo utópico não científico,0,0,1,1,1,0,0,0,0
899,"Mas pelas manifestações dos [Kochinhas]P5, aqui, e de outros fascistas, ela merece todo apoio.","Mas pelas manifestações dos Kochinhas, aqui, e de outros fascistas, ela merece todo apoio.",0,Mas pelas manifestações dos Kochinhas aqui e de outros fascistas ela merece todo apoio,0,0,1,0,1,0,0,0,0
900,Comunista bom é comunista morto!!!,Comunista bom é comunista morto!!!,0,Comunista bom é comunista morto,0,1,1,0,1,0,1,0,1
902,"Quem curte, Venezuela e Cuba, não tem moral para falar de democracia.","Quem curte, Venezuela e Cuba, não tem moral para falar de democracia.",0,Quem curte Venezuela e Cuba não tem moral para falar de democracia,1,0,1,0,1,0,0,0,0
903,O cinismo leva pessoas a apoiar ditadores se fazerem de democratas.,O cinismo leva pessoas a apoiar ditadores se fazerem de democratas.,0,O cinismo leva pessoas a apoiar ditadores se fazerem de democratas,1,0,1,0,1,0,0,1,0
905,De qual tipo você esta falando?,De qual tipo você esta falando?,0,De qual tipo você esta falando,0,0,1,0,1,0,0,0,0
909,"Cuba e Venezuela são mais democráticas que os EUA, fique sabendo.","Cuba e Venezuela são mais democráticas que os EUA, fique sabendo.",0,Cuba e Venezuela são mais democráticas que os EUA fique sabendo,1,0,1,1,1,0,0,0,0
910,"Coitada de Porto Alegre, que consiga escapar desta política!!!","Coitada de Porto Alegre, que consiga escapar desta política!!!",0,Coitada de Porto Alegre que consiga escapar desta política,1,0,1,0,1,0,1,0,1
912,PSOL sucursal do PT.,PSOL sucursal do PT.,0,PSOL sucursal do PT,1,0,1,0,1,0,0,0,0
914,"Luciana Genro é a cara do atraso, defende ditaduras e idolatra ditadores assassinos, ela e seu papai que quebrou o Rio Grande do Sul falam de pobreza, mas adoram uma vida cheia luxo, nababesca, representam a podridão e a alienação raivosa que está levando o país ao caos.","Luciana Genro é a cara do atraso, defende ditaduras e idolatra ditadores assassinos, ela e seu papai que quebrou o Rio Grande do Sul falam de pobreza, mas adoram uma vida cheia luxo, nababesca, representam a podridão e a alienação raivosa que está levando o país ao caos.",0,Luciana Genro é a cara do atraso defende ditaduras e idolatra ditadores assassinos ela e seu papai que quebrou o Rio Grande do Sul falam de pobreza mas adoram uma vida cheia luxo nababesca representam a podridão e a alienação raivosa que está levando o país ao caos,1,0,1,0,1,0,0,0,0
