sentenca_original,sentenca_processada1,classificacao
O Ministro Marco Aurélio perdeu a grande oportunidade de ficar calado.,O Ministro Marco Aurélio perdeu a grande oportunidade de ficar calado.,-1
"Ontem o AGU, defendendo a Dilma, disse que a abertura do processo de impeachment pelo Eduardo Cunha era vingança (quando ele já tinha arquivado outros tantos pedidos).","Ontem o AGU, defendendo a Dilma, disse que a abertura do processo de impeachment pelo Eduardo Cunha era vingança (quando ele já tinha arquivado outros tantos pedidos).",0
"Hoje, vem o Sr. Marco Aurélio querer obrigar o Presidente da Câmara dos Deputados a abrir um processo contra o vice-presidente, ou seja, smj, esse assunto é privativo do Poder Legislativo...","Hoje, vem o Sr. Marco Aurélio querer obrigar o Presidente da Câmara dos Deputados a abrir um processo contra o vice-presidente, ou seja, smj, esse assunto é privativo do Poder Legislativo...",0
Casuísmo???,Casuísmo???,1
"Ou será por [""gratidão""]P1 ?","Ou será por [""gratidão""]P1 ?",1
A justiça não deve se curvar diante pressões de nenhum lado.,A justiça não deve se curvar diante pressões de nenhum lado.,0
"Sr. Beatles, pense um pouco sei que deve ser difícil para o senhor mas tente...","Sr. Beatles, pense um pouco sei que deve ser difícil para o senhor mas tente...",1
"O senhor não deve ser grosseiro, o que o senhor acha pode não ser o que outro acha.","O senhor não deve ser grosseiro, o que o senhor acha pode não ser o que outro acha.",-1
Esse senhor é uma vergonha para o STF !!!!,Esse senhor é uma vergonha para o STF !!!!,0
"Tem um outro que é desiquilibrado e barbosão pois no devido lugar..,","Tem um outro que é desiquilibrado e barbosão pois no devido lugar..,",-1
"o Ministro Mello poderia mirar no Exemplo da ISLÂNDIA o primeiro Ministro renunciou ao ser citado no PAPERS do Panamá, demorou dois dias.","o Ministro Mello poderia mirar no Exemplo da ISLÂNDIA o primeiro Ministro renunciou ao ser citado no PAPERS do Panamá, demorou dois dias.",0
AI... QUE BOM SERIA VIVER ONDE EXISTE JUSTIÇA!!,AI... QUE BOM SERIA VIVER ONDE EXISTE JUSTIÇA!!,-1
O que seria de uma suprema corte que escuta o clamor de parte da sociedade ??,O que seria de uma suprema corte que escuta o clamor de parte da sociedade ??,0
Onde estaria a justiça ?,Onde estaria a justiça ?,0
NA fogueira ?,NA fogueira ?,1
No linchamento ??,No linchamento ??,1
No paredão ??,No paredão ??,1
"Pensem sem paixão, pensem com a razão, ninguém é culpado até que se prove o contrário.","Pensem sem paixão, pensem com a razão, ninguém é culpado até que se prove o contrário.",0
"Ponham-se no lugar de quem é suspeito, suspeição ainda não é crime.","Ponham-se no lugar de quem é suspeito, suspeição ainda não é crime.",0
"Isto é coisa de novela ou filme de Hollywood, em outras palavras não sobrará ninguém e o pato será pago pelo povo brasileiro.","Isto é coisa de novela ou filme de Hollywood, em outras palavras não sobrará ninguém e o pato será pago pelo povo brasileiro.",1
"Gente baixem as bandeiras, temos que ser um só coro: fim da corrupção, chega!","Gente baixem as bandeiras, temos que ser um só coro: fim da corrupção, chega!",0
"Já que o Marco Aurelio disse para seguir impeachment do Temer, não restou alternativa, eleições para outubro deste ano e ponto final.","Já que o Marco Aurelio disse para seguir impeachment do Temer, não restou alternativa, eleições para outubro deste ano e ponto final.",0
"Somos um povo só, esta virando comédia esta divisão, eu não quero corrupção assim como todos também, e muito menos sermos enganados como estamos sendo.","Somos um povo só, esta virando comédia esta divisão, eu não quero corrupção assim como todos também, e muito menos sermos enganados como estamos sendo.",0
Desculpe mas não pode ser assim não.,Desculpe mas não pode ser assim não.,0
Os poderes são independentes.,Os poderes são independentes.,0
O STF não poderia interferir nisto.,O STF não poderia interferir nisto.,0
"Leia a Constituição, se ela ainda está em vigor!!!!","Leia a Constituição, se ela ainda está em vigor!!!!",0
Maisa entendo sim sua opinião.,Maisa entendo sim sua opinião.,0
"O que vem acontecendo no pais é que cada um criou sua constituição, um interfere no outro e quer mandar mais.","O que vem acontecendo no pais é que cada um criou sua constituição, um interfere no outro e quer mandar mais.",0
"O povo precisa muito se unir, baixar as bandeiras e fazer um bota fora geral.","O povo precisa muito se unir, baixar as bandeiras e fazer um bota fora geral.",0
"Acabar com nomeações, para ser independente tem que ser de carreira ou outra alternativa que não seja nomeação do executivo e nem do legislativo.","Acabar com nomeações, para ser independente tem que ser de carreira ou outra alternativa que não seja nomeação do executivo e nem do legislativo.",0
Será que os esquerdistas se esqueceram-se que impeachment é voto?,Será que os esquerdistas se esqueceram-se que impeachment é voto?,1
"Se têm voto para depor a Vanda, é óbvio que não vai ter quorun para depor Temer.","Se têm voto para depor a Vanda, é óbvio que não vai ter quorun para depor Temer.",-1
o problema não foi a corrupção foi que os petes melaram . se lambuzaram . comunista é isso que está ai .,o problema não foi a corrupção foi que os petes melaram . se lambuzaram . comunista é isso que está ai .,0
partido da distribuição da miséria !,partido da distribuição da miséria !,0
enquanto se lambuzam . preferir qualquer coisa que comunismo popular bolivariano . sugerir pete ir para a coreia do norte .,enquanto se lambuzam . preferir qualquer coisa que comunismo popular bolivariano . sugerir pete ir para a coreia do norte .,1
"Sim, mas também temos que pensar que somos um povo só, nosso coro é um só: basta de corrupção, chega!","Sim, mas também temos que pensar que somos um povo só, nosso coro é um só: basta de corrupção, chega!",0
"Se não houver uma união para por fim a esta corrupção nada mudará, se tiver que optar pela antecipação das eleições que seja, se não resta outra alternativa.","Se não houver uma união para por fim a esta corrupção nada mudará, se tiver que optar pela antecipação das eleições que seja, se não resta outra alternativa.",0
O Brasil tem que continuar.,O Brasil tem que continuar.,0
Não vai mudar nada.,Não vai mudar nada.,0
"Com a queda da Vanda, os partidos nanicos e Peeeettttteee não tem quorun para promover a queda de Temer.","Com a queda da Vanda, os partidos nanicos e Peeeettttteee não tem quorun para promover a queda de Temer.",-1
Entenderam?,Entenderam?,-1
Ou tem que soletrar.,Ou tem que soletrar.,1
"Independente disso, todos temos que baixar nossas bandeiras e unir para exigir o fim da corrupção.","Independente disso, todos temos que baixar nossas bandeiras e unir para exigir o fim da corrupção.",0
Este jogo parece uma novela onde o povo brasileiro é feito de palhaço.,Este jogo parece uma novela onde o povo brasileiro é feito de palhaço.,-1
"Se tiver que antecipar eleições para outubro deste ano, que assim seja então.","Se tiver que antecipar eleições para outubro deste ano, que assim seja então.",0
"Não temos mais alternativas, estamos vivendo uma situação de desgoverno geral e de intriga de bastidores entre o STF, Congresso e Planalto.","Não temos mais alternativas, estamos vivendo uma situação de desgoverno geral e de intriga de bastidores entre o STF, Congresso e Planalto.",0
O lado deLLe não é nada inocente e joga muito pesado.,O lado deLLe não é nada inocente e joga muito pesado.,0
A única maneira de haver impeachment é manter a pressão popular.,A única maneira de haver impeachment é manter a pressão popular.,0
É hora de o povo de bem acordar e sair da inércia antes que seja tarde demais.,É hora de o povo de bem acordar e sair da inércia antes que seja tarde demais.,0
E de acordo em acordo o país vai indo para o fundo do poço.,E de acordo em acordo o país vai indo para o fundo do poço.,0
"Com a palavra o TSE, que precisa sair da inércia e agilizar as investigações da campanha eleitoral de 2014.","Com a palavra o TSE, que precisa sair da inércia e agilizar as investigações da campanha eleitoral de 2014.",0
...ambíguo ao estremo esse 'minis'tro...!,...ambíguo ao estremo esse 'minis'tro...!,0
...enverg'onho-me ante parte do 'supremos'!,...enverg'onho-me ante parte do 'supremos'!,0
"Não é ruim para o Deputado Eduardo Cunha, já que o impeachment da dupla Dilma/Temer o colocaria na presidência da Republica.","Não é ruim para o Deputado Eduardo Cunha, já que o impeachment da dupla Dilma/Temer o colocaria na presidência da Republica.",0
"O Governo esta desesperado por Esperança, que vitória de PIRRO ou Brasil perder de 7x1 para Alemanha creditam em VITÓRIA!!","O Governo esta desesperado por Esperança, que vitória de PIRRO ou Brasil perder de 7x1 para Alemanha creditam em VITÓRIA!!",-1
...saio ton'to dessa...!,...saio ton'to dessa...!,1
Como também não abriu os 9 processos que estão lá contra o Renan.,Como também não abriu os 9 processos que estão lá contra o Renan.,-1
"Os três poderes são imorais, o que não deixa de ser reflexo do povo.","Os três poderes são imorais, o que não deixa de ser reflexo do povo.",0
Impressionante a baixeza que chegou o stf eu me sinto e no ja do,Impressionante a baixeza que chegou o stf eu me sinto e no ja do,0
"- Impressiona para o fato que [""a nação está indo para um fundo de poço""]P1,...e as beldades discutindo querendo justificar ?...","- Impressiona para o fato que [""a nação está indo para um fundo de poço""]P1,...e as beldades discutindo querendo justificar ?...",1
como se toda a roubalheira não tivesse havido?...,como se toda a roubalheira não tivesse havido?...,-1
basta ver o abuso em nome dos 39 ministérios.,basta ver o abuso em nome dos 39 ministérios.,0
"pete não pode pois é comunista e populista bolivariano . qualquer um que traga mercado de volta pode ficar . ninguém , sem segurança , vai por money num pais desta categoria .","pete não pode pois é comunista e populista bolivariano . qualquer um que traga mercado de volta pode ficar . ninguém , sem segurança , vai por money num pais desta categoria .",0
leia NYT .,leia NYT .,0
"Se Zimmer estivesse sinceramente tocado com a [""roubalheira""]P1 - não desejaria fazer faxina pela metade.","Se Zimmer estivesse sinceramente tocado com a [""roubalheira""]P1 - não desejaria fazer faxina pela metade.",-1
"Se Tucano pode, Petista não, Zimmer é torto.","Se Tucano pode, Petista não, Zimmer é torto.",1
"E se Zimmer não dá ouvidos ao Procurador da LavaJato que declarou : o PT foi o único que instituiu LIVRE investigação, então Zimmer tá de olho grande é no usufruto da roubalheira !","E se Zimmer não dá ouvidos ao Procurador da LavaJato que declarou : o PT foi o único que instituiu LIVRE investigação, então Zimmer tá de olho grande é no usufruto da roubalheira !",-1
Que esculhambação esse país.,Que esculhambação esse país.,0
Prende o Pastor e depois o Cunha,Prende o Pastor e depois o Cunha,0
"Se é pra deixar o Brasil na mão de pessoas como Temer ou Cunha, para que o trabalho de tirar a Dilma?","Se é pra deixar o Brasil na mão de pessoas como Temer ou Cunha, para que o trabalho de tirar a Dilma?",-1
"E se alguém enxerga alguma diferença entre eles, que vá procurar um oftalmologista pois está precisando urgentemente de óculos.","E se alguém enxerga alguma diferença entre eles, que vá procurar um oftalmologista pois está precisando urgentemente de óculos.",1
Este deputado é um provocador.,Este deputado é um provocador.,0
Proponho que os deputados petistas levem um cesto de [coxinhas amarelinhas]P5 e faça a distribuição na câmara !,Proponho que os deputados petistas levem um cesto de coxinhas amarelinhas e faça a distribuição na câmara !,1
